DR_NO,Date Rptd,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Race,Premis Desc,Weapon Desc,LAT,LON
210406374,3/6/2021,Hollenbeck,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),43,M,H,Hispanic,STREET,,34.0393,-118.1937
210209388,5/8/2021,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,Hispanic,STREET,UNKNOWN WEAPON/OTHER WEAPON,34.0579,-118.2759
200308299,3/10/2020,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),84,M,A,Asian,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0147,-118.3361
200307441,2/26/2020,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,46,M,B,Black,SINGLE FAMILY DWELLING,VERBAL THREAT,34.0119,-118.3152
211610726,8/21/2021,Foothill,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),65,M,H,Hispanic,STREET,,34.2417,-118.4141
200204279,1/7/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,W,White,PARKING LOT,AIR PISTOL/REVOLVER/RIFLE/BB GUN,34.0574,-118.2747
212008277,4/20/2021,Olympic,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),50,M,H,Hispanic,STREET,,34.0711,-118.3079
200304969,1/16/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,56,M,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0146,-118.3512
211609823,7/22/2021,Foothill,624,BATTERY - SIMPLE ASSAULT,52,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2108,-118.3719
211309692,5/15/2021,Newton,310,BURGLARY,38,M,H,Hispanic,ELEMENTARY SCHOOL,,33.9986,-118.2632
211112227,8/23/2021,Northeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,H,Hispanic,STREET,UNKNOWN FIREARM,34.1259,-118.1864
211316167,9/20/2021,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0248,-118.2715
200105054,1/15/2020,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),32,F,H,Hispanic,GARAGE/CARPORT,,34.0389,-118.2643
210905080,1/29/2021,Van Nuys,354,THEFT OF IDENTITY,74,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1517,-118.4258
210604877,1/23/2021,Hollywood,330,BURGLARY FROM VEHICLE,45,F,W,White,PARKING LOT,,34.0962,-118.3483
211904653,1/18/2021,Mission,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.2248,-118.4517
211318173,10/29/2021,Newton,310,BURGLARY,0,M,W,White,OTHER BUSINESS,,34.0321,-118.2499
211610756,8/23/2021,Foothill,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,White,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,34.2734,-118.4265
210114861,8/8/2021,Central,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),50,M,W,White,STREET,,34.0492,-118.2324
210708638,5/11/2021,Wilshire,310,BURGLARY,29,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0704,-118.3552
211609881,7/23/2021,Foothill,310,BURGLARY,38,M,W,White,PUBLIC STORAGE,,34.2533,-118.4033
200415880,12/12/2020,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,Hispanic,STREET,VEHICLE,34.0499,-118.2009
211006900,4/7/2021,West Valley,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,Hispanic,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,34.1866,-118.555
211912215,8/19/2021,Mission,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,55,F,H,Hispanic,STREET,VERBAL THREAT,34.2265,-118.4565
200108434,3/4/2020,Central,623,BATTERY POLICE (SIMPLE),0,M,B,Black,LA UNION STATION (NOT LINE SPECIFIC),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0563,-118.2374
200115102,7/20/2020,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.033,-118.2615
200504312,1/7/2020,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",73,F,W,White,SINGLE FAMILY DWELLING,OTHER KNIFE,33.7977,-118.2763
211714057,9/8/2021,Devonshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),32,M,W,White,PARKING LOT,,34.2282,-118.5907
160219717,11/1/2016,Rampart,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),17,M,H,Hispanic,PARKING UNDERGROUND/BUILDING,,34.0629,-118.2754
200107564,2/13/2020,Central,330,BURGLARY FROM VEHICLE,33,M,Z,Asian,STREET,,34.0517,-118.2474
200406671,3/8/2020,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,22,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0513,-118.2222
200209046,4/16/2020,Rampart,901,VIOLATION OF RESTRAINING ORDER,36,F,H,Hispanic,STREET,,34.0693,-118.2687
211514767,9/19/2021,N Hollywood,662,"BUNCO, GRAND THEFT",36,F,A,Asian,SINGLE FAMILY DWELLING,,34.1812,-118.3747
200306106,2/5/2020,Southwest,210,ROBBERY,27,F,W,White,STREET,HAND GUN,34.0326,-118.3239
200505527,2/6/2020,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,53,F,W,White,SINGLE FAMILY DWELLING,VERBAL THREAT,33.7261,-118.2902
210404638,1/16/2021,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,26,F,H,Hispanic,OTHER RESIDENCE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0802,-118.1679
211508523,4/26/2021,N Hollywood,624,BATTERY - SIMPLE ASSAULT,54,M,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1523,-118.367
212115490,10/21/2021,Topanga,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),64,F,H,Hispanic,STREET,,34.2031,-118.5808
200105739,1/26/2020,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,44,M,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0699,-118.2341
211309174,5/1/2021,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,B,Black,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9993,-118.2521
210412448,9/2/2021,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0441,-118.1978
200307993,3/5/2020,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0109,-118.3013
211408419,3/20/2021,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,M,H,Hispanic,OTHER BUSINESS,,33.9645,-118.4006
200305534,1/27/2020,Southwest,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",12,M,B,Black,SINGLE FAMILY DWELLING,VERBAL THREAT,34.0045,-118.3222
200305030,1/18/2020,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,66,F,H,Hispanic,SINGLE FAMILY DWELLING,VERBAL THREAT,34.0274,-118.3015
210709090,5/27/2021,Wilshire,330,BURGLARY FROM VEHICLE,45,F,H,Hispanic,PARKING UNDERGROUND/BUILDING,,34.0677,-118.3548
211107712,4/18/2021,Northeast,901,VIOLATION OF RESTRAINING ORDER,37,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.0959,-118.2288
200205412,1/29/2020,Rampart,624,BATTERY - SIMPLE ASSAULT,38,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0713,-118.2575
200304666,1/12/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,25,F,B,Black,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0256,-118.3205
211808347,3/30/2021,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,M,H,Hispanic,STREET,,33.9584,-118.257
210215691,10/5/2021,Rampart,624,BATTERY - SIMPLE ASSAULT,45,M,H,Hispanic,PUBLIC STORAGE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0381,-118.2805
200404533,1/14/2020,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,20,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0802,-118.1848
211905597,2/14/2021,Mission,753,DISCHARGE FIREARMS/SHOTS FIRED,0,M,W,White,SINGLE FAMILY DWELLING,HAND GUN,34.2376,-118.4481
200505882,2/14/2020,Harbor,310,BURGLARY,34,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7397,-118.2945
200504824,1/19/2020,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),50,M,W,White,OTHER BUSINESS,,33.7397,-118.2923
200306409,2/10/2020,Southwest,946,OTHER MISCELLANEOUS CRIME,33,F,B,Black,SINGLE FAMILY DWELLING,,34.0173,-118.3329
211900750,8/26/2021,Mission,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,H,Hispanic,STREET,CONCRETE BLOCK/BRICK,34.2563,-118.4696
211608389,6/3/2021,Foothill,626,INTIMATE PARTNER - SIMPLE ASSAULT,65,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2121,-118.3889
210210844,6/19/2021,Rampart,210,ROBBERY,19,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SEMI-AUTOMATIC PISTOL,34.0451,-118.2792
181604959,1/25/2018,Foothill,121,"RAPE, FORCIBLE",8,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2275,-118.399
211811779,6/10/2021,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,F,H,Hispanic,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,33.9406,-118.238
200405809,2/16/2020,Hollenbeck,330,BURGLARY FROM VEHICLE,50,F,H,Hispanic,PARKING LOT,,34.0898,-118.2075
200104884,1/12/2020,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44,M,B,Black,STAPLES CENTER *,,34.0431,-118.2692
211512118,7/21/2021,N Hollywood,354,THEFT OF IDENTITY,44,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.1824,-118.3605
200300585,3/4/2020,Southwest,121,"RAPE, FORCIBLE",0,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0073,-118.3182
211219550,9/12/2021,77th Street,903,CONTEMPT OF COURT,95,F,B,Black,STREET,,33.9852,-118.3115
200304179,1/4/2020,Southwest,210,ROBBERY,20,F,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0173,-118.3261
211114544,10/25/2021,Northeast,310,BURGLARY,85,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.1045,-118.2812
211414661,7/6/2021,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,M,H,Hispanic,MARKET,,34.0017,-118.4686
211013453,10/17/2021,West Valley,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),62,F,B,Black,STREET,,34.2165,-118.5558
210714823,10/27/2021,Wilshire,624,BATTERY - SIMPLE ASSAULT,22,F,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0782,-118.3463
210708977,5/24/2021,Wilshire,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37,F,H,Hispanic,STREET,,34.0352,-118.3416
211904850,1/23/2021,Mission,888,TRESPASSING,55,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.2621,-118.4586
200307636,2/29/2020,Southwest,330,BURGLARY FROM VEHICLE,30,M,H,Hispanic,STREET,,34.0064,-118.3089
200105714,1/26/2020,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",19,M,W,White,"VEHICLE, PASSENGER/TRUCK",,34.0693,-118.2488
200506606,3/2/2020,Harbor,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),25,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7252,-118.2902
211509079,5/10/2021,N Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.167,-118.3748
210709511,6/6/2021,Wilshire,901,VIOLATION OF RESTRAINING ORDER,77,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0524,-118.3739
210307353,3/11/2021,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,75,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,34.0106,-118.2915
200106643,2/7/2020,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,39,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0473,-118.2601
200112826,6/3/2020,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,F,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.043,-118.2571
211610477,8/12/2021,Foothill,330,BURGLARY FROM VEHICLE,38,F,H,Hispanic,STREET,,34.2652,-118.4025
200309012,3/24/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,26,F,B,Black,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,34.0146,-118.3067
211212612,5/22/2021,77th Street,761,BRANDISH WEAPON,41,M,H,Hispanic,GAS STATION,KNIFE WITH BLADE 6INCHES OR LESS,33.9997,-118.2849
212100628,4/17/2021,Topanga,121,"RAPE, FORCIBLE",18,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.174,-118.5888
200305854,1/31/2020,Southwest,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,49,M,B,Black,DRIVEWAY,CONCRETE BLOCK/BRICK,34.0333,-118.3469
200122881,12/29/2020,Central,910,KIDNAPPING,19,M,H,Hispanic,STREET,SCREWDRIVER,34.043,-118.242
211809249,4/19/2021,Southeast,900,VIOLATION OF COURT ORDER,44,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.9583,-118.2651
212109202,5/22/2021,Topanga,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",24,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.221,-118.6466
211516306,10/19/2021,N Hollywood,662,"BUNCO, GRAND THEFT",61,M,B,Black,SINGLE FAMILY DWELLING,,34.1721,-118.4009
211214991,7/2/2021,77th Street,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,B,Black,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9651,-118.2739
211111541,8/4/2021,Northeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),46,M,W,White,GARAGE/CARPORT,,34.1133,-118.2796
210100530,1/26/2021,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,W,White,OTHER PREMISE,UNKNOWN WEAPON/OTHER WEAPON,34.0419,-118.2669
160207178,3/2/2016,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,F,H,Hispanic,SIDEWALK,PIPE/METAL PIPE,34.0632,-118.2513
200207067,2/29/2020,Rampart,350,"THEFT, PERSON",48,M,W,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.058,-118.2759
211306219,2/20/2021,Newton,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,M,B,Black,STREET,,34.0206,-118.247
200107496,2/20/2020,Central,330,BURGLARY FROM VEHICLE,49,M,W,White,STREET,SCREWDRIVER,34.0487,-118.2361
210615916,9/15/2021,Hollywood,920,KIDNAPPING - GRAND ATTEMPT,37,F,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1016,-118.3333
211406029,2/5/2021,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),36,M,C,Asian,HOTEL,,33.9456,-118.3797
211608882,6/19/2021,Foothill,626,INTIMATE PARTNER - SIMPLE ASSAULT,52,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2745,-118.3639
200122779,12/26/2020,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,B,Black,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,34.0453,-118.2499
210614276,8/13/2021,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,M,W,White,STREET,,34.103,-118.3196
210205856,2/16/2021,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0506,-118.2769
211810646,5/17/2021,Southeast,440,THEFT PLAIN - PETTY ($950 & UNDER),44,F,B,Black,OTHER BUSINESS,,33.9344,-118.2652
210615804,9/13/2021,Hollywood,354,THEFT OF IDENTITY,38,F,W,White,SINGLE FAMILY DWELLING,,34.0944,-118.3363
211608616,6/12/2021,Foothill,648,ARSON,68,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.2788,-118.3773
211907943,4/23/2021,Mission,624,BATTERY - SIMPLE ASSAULT,28,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2973,-118.409
200404417,1/11/2020,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,White,OTHER BUSINESS,,34.0234,-118.2229
200307190,2/21/2020,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),36,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.01,-118.3239
210208010,4/10/2021,Rampart,330,BURGLARY FROM VEHICLE,34,F,H,Hispanic,STREET,,34.0529,-118.2597
200104997,1/10/2020,Central,624,BATTERY - SIMPLE ASSAULT,32,F,B,Black,STREET,UNKNOWN WEAPON/OTHER WEAPON,34.0449,-118.2458
200307664,2/29/2020,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,B,Black,PARK/PLAYGROUND,HAND GUN,34.0123,-118.3556
211804438,1/9/2021,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SCREWDRIVER,33.9201,-118.2868
211311270,6/15/2021,Newton,888,TRESPASSING,40,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0253,-118.267
210911257,7/5/2021,Van Nuys,900,VIOLATION OF COURT ORDER,36,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1493,-118.4307
161610513,6/13/2016,Foothill,354,THEFT OF IDENTITY,81,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.2817,-118.379
200305585,1/26/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,30,M,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0182,-118.2915
211212127,5/11/2021,77th Street,440,THEFT PLAIN - PETTY ($950 & UNDER),22,M,B,Black,DRIVEWAY,,33.9751,-118.3207
200307292,2/24/2020,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0173,-118.3505
210912799,8/13/2021,Van Nuys,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,H,Hispanic,STREET,SEMI-AUTOMATIC PISTOL,34.1939,-118.4574
210911288,7/5/2021,Van Nuys,761,BRANDISH WEAPON,52,M,W,White,PARKING LOT,KNIFE WITH BLADE 6INCHES OR LESS,34.1504,-118.4228
200504197,1/3/2020,Harbor,901,VIOLATION OF RESTRAINING ORDER,31,M,H,Hispanic,SINGLE FAMILY DWELLING,,33.7342,-118.2814
212011205,7/5/2021,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,H,Hispanic,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,34.0577,-118.2997
210116588,9/10/2021,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",54,M,B,Black,ALLEY,OTHER KNIFE,34.0372,-118.2551
211205918,1/29/2021,77th Street,624,BATTERY - SIMPLE ASSAULT,48,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9806,-118.2827
211612276,10/7/2021,Foothill,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),57,M,C,Asian,STREET,,34.2417,-118.4141
210906825,3/11/2021,Van Nuys,330,BURGLARY FROM VEHICLE,32,M,W,White,PARKING UNDERGROUND/BUILDING,,34.1557,-118.4661
211220308,9/24/2021,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,M,B,Black,PARKING LOT,VEHICLE,33.9909,-118.3294
210815689,10/27/2021,West LA,860,BATTERY WITH SEXUAL CONTACT,29,F,W,White,OFFICE BUILDING/OFFICE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0454,-118.4424
211013810,10/26/2021,West Valley,210,ROBBERY,15,M,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1939,-118.5317
200306333,2/8/2020,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),21,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0278,-118.2783
211812667,6/27/2021,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,M,B,Black,STREET,SEMI-AUTOMATIC PISTOL,33.9482,-118.2352
200106508,2/5/2020,Central,210,ROBBERY,25,F,W,White,MARKET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0509,-118.2585
200113045,6/7/2020,Central,761,BRANDISH WEAPON,51,F,B,Black,SIDEWALK,OTHER KNIFE,34.0458,-118.243
210610980,6/9/2021,Hollywood,662,"BUNCO, GRAND THEFT",38,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0862,-118.3078
210805118,1/15/2021,West LA,310,BURGLARY,69,M,W,White,SINGLE FAMILY DWELLING,,34.0431,-118.5637
200108459,3/4/2020,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),22,M,W,White,PARKING LOT,,34.0467,-118.2485
211817056,9/17/2021,Southeast,815,SEXUAL PENETRATION W/FOREIGN OBJECT,32,M,B,Black,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,33.9295,-118.2519
211705847,2/21/2021,Devonshire,440,THEFT PLAIN - PETTY ($950 & UNDER),28,M,W,White,GAS STATION,,34.2312,-118.5632
212104535,1/17/2021,Topanga,901,VIOLATION OF RESTRAINING ORDER,70,F,B,Black,SINGLE FAMILY DWELLING,,34.1919,-118.5879
210413704,10/9/2021,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,M,W,White,YARD (RESIDENTIAL/BUSINESS),,34.0751,-118.2157
212000696,4/18/2021,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,H,Hispanic,STREET,FOLDING KNIFE,34.04,-118.2916
210800717,4/23/2021,West LA,121,"RAPE, FORCIBLE",33,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0648,-118.4497
211216553,7/27/2021,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,F,B,Black,STREET,OTHER KNIFE,33.9892,-118.3089
200106655,2/7/2020,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0478,-118.2462
211806766,2/24/2021,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",57,F,B,Black,SINGLE FAMILY DWELLING,,33.947,-118.2462
200307894,3/3/2020,Southwest,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),55,M,W,White,SINGLE FAMILY DWELLING,,34.0339,-118.3654
210612337,7/6/2021,Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,F,B,Black,"VEHICLE, PASSENGER/TRUCK",,34.1052,-118.3205
211107244,4/4/2021,Northeast,624,BATTERY - SIMPLE ASSAULT,33,F,H,Hispanic,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0982,-118.2961
210713493,9/25/2021,Wilshire,210,ROBBERY,33,M,B,Black,OTHER BUSINESS,HAND GUN,34.0495,-118.3215
200504576,1/13/2020,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,48,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7938,-118.2937
210211954,7/14/2021,Rampart,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),5,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0474,-118.2714
