DR_NO,Date Rptd,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Race,Premis Desc,Weapon Desc,LAT,LON
211708971,6/1/2021,Devonshire,624,BATTERY - SIMPLE ASSAULT,61,F,H,Hispanic,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.254,-118.5128
211511222,7/1/2021,N Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1667,-118.3702
200306461,2/10/2020,Southwest,330,BURGLARY FROM VEHICLE,64,M,B,Black,STREET,,34.0274,-118.3015
200205565,2/1/2020,Rampart,850,INDECENT EXPOSURE,33,F,H,Hispanic,"PORCH, RESIDENTIAL",,34.0644,-118.2609
200405549,2/10/2020,Hollenbeck,330,BURGLARY FROM VEHICLE,39,M,H,Hispanic,STREET,,34.0583,-118.1978
200507009,2/4/2020,Harbor,649,DOCUMENT FORGERY / STOLEN FELONY,67,F,W,White,SINGLE FAMILY DWELLING,,33.7361,-118.2946
161919184,9/28/2016,Mission,440,THEFT PLAIN - PETTY ($950 & UNDER),45,M,W,White,CAR WASH,,34.3155,-118.4343
171604917,1/23/2017,Foothill,354,THEFT OF IDENTITY,46,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.2108,-118.3719
200307869,2/27/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,57,F,B,Black,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0191,-118.3351
200504099,1/2/2020,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,33.7136,-118.2904
211515545,10/4/2021,N Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),61,M,W,White,GARAGE/CARPORT,,34.1385,-118.3681
180326935,11/28/2018,Southwest,121,"RAPE, FORCIBLE",5,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0221,-118.2944
211609065,6/26/2021,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,W,White,STREET,ROCK/THROWN OBJECT,34.2496,-118.291
210404161,1/5/2021,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,25,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0429,-118.2056
210413412,9/30/2021,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.0852,-118.1739
162104520,1/14/2016,Topanga,649,DOCUMENT FORGERY / STOLEN FELONY,42,F,W,White,OTHER BUSINESS,,34.1592,-118.6108
200100586,2/6/2020,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",62,M,A,Asian,PATIO*,,34.0628,-118.2395
210912311,8/1/2021,Van Nuys,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),36,F,H,Hispanic,PARKING LOT,,34.1766,-118.4589
200104406,1/6/2020,Central,330,BURGLARY FROM VEHICLE,50,F,H,Hispanic,PARKING LOT,,34.0569,-118.254
170307410,2/21/2017,Southwest,354,THEFT OF IDENTITY,29,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0151,-118.3657
211706444,3/9/2021,Devonshire,354,THEFT OF IDENTITY,58,F,W,White,OTHER PREMISE,,34.2706,-118.5443
210311534,6/11/2021,Southwest,901,VIOLATION OF RESTRAINING ORDER,54,F,H,Hispanic,STREET,,34.02,-118.3029
190622826,11/25/2019,Hollywood,354,THEFT OF IDENTITY,49,M,W,White,SINGLE FAMILY DWELLING,,34.0981,-118.3605
200409217,5/26/2020,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",OTHER KNIFE,34.0506,-118.2135
210607100,3/16/2021,Hollywood,624,BATTERY - SIMPLE ASSAULT,40,M,H,Hispanic,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1034,-118.3325
210910249,6/8/2021,Van Nuys,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,B,Black,SINGLE FAMILY DWELLING,PIPE/METAL PIPE,34.193,-118.4684
211510693,6/18/2021,N Hollywood,330,BURGLARY FROM VEHICLE,22,M,H,Hispanic,PARKING LOT,,34.1705,-118.3822
200304739,1/13/2020,Southwest,310,BURGLARY,44,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.0146,-118.3057
200406301,2/28/2020,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,W,White,PARK/PLAYGROUND,,34.0719,-118.2143
211419904,10/7/2021,Pacific,480,BIKE - STOLEN,54,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.9593,-118.4479
200505252,1/30/2020,Harbor,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),46,F,B,Black,GARAGE/CARPORT,,33.737,-118.2901
211221200,10/9/2021,77th Street,624,BATTERY - SIMPLE ASSAULT,20,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9863,-118.2881
200307699,3/1/2020,Southwest,946,OTHER MISCELLANEOUS CRIME,31,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,34.0102,-118.3404
211806488,2/20/2021,Southeast,210,ROBBERY,25,F,H,Hispanic,STREET,VERBAL THREAT,33.9401,-118.2673
211409002,3/30/2021,Pacific,310,BURGLARY,65,F,A,Asian,SINGLE FAMILY DWELLING,,33.9988,-118.4568
211709575,6/2/2021,Devonshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),32,F,H,Hispanic,HEALTH SPA/GYM,,34.2464,-118.5907
210504987,1/25/2021,Harbor,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),28,M,W,White,PARKING UNDERGROUND/BUILDING,,33.7397,-118.2835
200204944,1/20/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,F,H,Hispanic,SIDEWALK,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.0484,-118.2676
210615503,9/6/2021,Hollywood,624,BATTERY - SIMPLE ASSAULT,69,M,W,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.103,-118.3225
200204989,1/21/2020,Rampart,330,BURGLARY FROM VEHICLE,26,F,B,Black,PARKING UNDERGROUND/BUILDING,,34.0621,-118.2747
212104163,1/4/2021,Topanga,330,BURGLARY FROM VEHICLE,34,F,B,Black,GARAGE/CARPORT,,34.1913,-118.5942
200108697,3/7/2020,Central,624,BATTERY - SIMPLE ASSAULT,41,F,W,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0412,-118.2474
211000902,7/21/2021,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,52,M,B,Black,STREET,VERBAL THREAT,34.1639,-118.56
211905817,2/21/2021,Mission,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39,M,H,Hispanic,SIDEWALK,,34.2301,-118.4575
212100517,1/8/2021,Topanga,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),27,M,H,Hispanic,STREET,,34.1809,-118.6089
211610897,8/26/2021,Foothill,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.2566,-118.4315
210609495,5/7/2021,Hollywood,624,BATTERY - SIMPLE ASSAULT,66,F,B,Black,OTHER RESIDENCE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.098,-118.3447
200406482,3/3/2020,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,21,M,H,Hispanic,MTA - GOLD LINE - SOTO,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0443,-118.211
200307228,2/23/2020,Southwest,210,ROBBERY,39,M,H,Hispanic,SINGLE FAMILY DWELLING,HAND GUN,34.0191,-118.2944
200107350,2/15/2020,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),60,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0557,-118.2488
200306285,2/8/2020,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.021,-118.3156
200414375,10/27/2020,Hollenbeck,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,17,M,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0572,-118.1942
211909869,6/15/2021,Mission,626,INTIMATE PARTNER - SIMPLE ASSAULT,64,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2376,-118.4677
211606816,4/10/2021,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",12,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN FIREARM,34.2367,-118.3972
210812346,8/2/2021,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),23,M,W,White,PARKING LOT,,34.0523,-118.461
150806454,3/2/2015,West LA,354,THEFT OF IDENTITY,42,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.055,-118.4671
211612044,10/1/2021,Foothill,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,14,M,W,White,SIDEWALK,HAND GUN,34.2162,-118.3882
200306927,2/18/2020,Southwest,886,DISTURBING THE PEACE,7,M,B,Black,SIDEWALK,,34.0146,-118.3204
200206306,2/15/2020,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0636,-118.2805
200305432,1/25/2020,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,H,Hispanic,STREET,HAND GUN,34.0199,-118.3062
200200538,1/23/2020,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.061,-118.2775
211009556,6/27/2021,West Valley,900,VIOLATION OF COURT ORDER,73,M,W,White,PARKING LOT,,34.1728,-118.5603
210708697,5/13/2021,Wilshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,54,M,B,Black,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0399,-118.3302
210909253,5/13/2021,Van Nuys,900,VIOLATION OF COURT ORDER,30,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.1794,-118.4377
211713910,8/26/2021,Devonshire,354,THEFT OF IDENTITY,41,F,W,White,OTHER PREMISE,,34.2623,-118.5757
200108147,2/29/2020,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),59,F,H,Hispanic,OTHER PREMISE,,34.0458,-118.243
210913457,8/30/2021,Van Nuys,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",48,M,W,White,SINGLE FAMILY DWELLING,,34.1506,-118.4627
200308098,3/1/2020,Southwest,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,B,Black,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.015,-118.3416
211307003,3/8/2021,Newton,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,56,M,H,Hispanic,PARK/PLAYGROUND,VERBAL THREAT,34.0223,-118.2629
211111541,8/4/2021,Northeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),46,M,W,White,GARAGE/CARPORT,,34.1133,-118.2796
200105264,1/19/2020,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,F,H,Hispanic,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.25
200205988,2/10/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,H,Hispanic,SIDEWALK,OTHER KNIFE,34.0507,-118.2776
170619524,9/14/2017,Hollywood,354,THEFT OF IDENTITY,21,F,B,Black,SINGLE FAMILY DWELLING,,34.0962,-118.3332
211013479,10/16/2021,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,White,"VEHICLE, PASSENGER/TRUCK",,34.2157,-118.4749
200122539,12/19/2020,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),64,F,B,Black,LA UNION STATION (NOT LINE SPECIFIC),,34.0615,-118.2412
210212175,7/19/2021,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0597,-118.2795
211611587,9/18/2021,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",16,F,H,Hispanic,YARD (RESIDENTIAL/BUSINESS),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.214,-118.3531
200213814,8/17/2020,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",85,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,34.0531,-118.2738
162014294,7/28/2016,Olympic,354,THEFT OF IDENTITY,33,F,K,Asian,SINGLE FAMILY DWELLING,,34.0636,-118.3054
211410023,4/13/2021,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.0129,-118.4184
211508353,4/20/2021,N Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,M,W,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2048,-118.3692
211607899,5/17/2021,Foothill,624,BATTERY - SIMPLE ASSAULT,33,F,B,Black,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2783,-118.3862
161113806,7/22/2016,Northeast,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",72,F,W,White,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,34.1129,-118.2741
211408839,3/27/2021,Pacific,761,BRANDISH WEAPON,43,F,A,Asian,GARAGE/CARPORT,MACHETE,33.9906,-118.4391
212113873,9/14/2021,Topanga,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,33,F,W,White,OTHER BUSINESS,,34.1913,-118.6234
212114130,9/20/2021,Topanga,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",23,F,W,White,SINGLE FAMILY DWELLING,,34.1719,-118.6408
211806395,2/18/2021,Southeast,624,BATTERY - SIMPLE ASSAULT,34,F,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9546,-118.2782
210504372,1/10/2021,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),63,F,W,White,TRANSIENT ENCAMPMENT,,33.7756,-118.2608
200305786,1/30/2020,Southwest,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,93,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",BELT FLAILING INSTRUMENT/CHAIN,34.0087,-118.2857
200108242,3/2/2020,Central,330,BURGLARY FROM VEHICLE,38,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0488,-118.2553
211313675,8/3/2021,Newton,624,BATTERY - SIMPLE ASSAULT,24,M,H,Hispanic,ALLEY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9997,-118.2629
211810467,5/15/2021,Southeast,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,H,Hispanic,SINGLE FAMILY DWELLING,KNIFE WITH BLADE 6INCHES OR LESS,33.9383,-118.2587
191219565,8/1/2019,77th Street,354,THEFT OF IDENTITY,48,F,B,Black,SINGLE FAMILY DWELLING,,33.9627,-118.3046
211413989,6/25/2021,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),32,M,W,White,SINGLE FAMILY DWELLING,,33.9647,-118.3721
211209800,4/5/2021,77th Street,901,VIOLATION OF RESTRAINING ORDER,21,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.9698,-118.286
161521363,11/7/2016,N Hollywood,813,CHILD ANNOYING (17YRS & UNDER),8,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.2003,-118.4002
211405528,1/26/2021,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),28,M,W,White,SINGLE FAMILY DWELLING,,33.9933,-118.4765
211209770,4/3/2021,77th Street,903,CONTEMPT OF COURT,70,F,B,Black,SINGLE FAMILY DWELLING,,33.9678,-118.2888
211709782,6/18/2021,Devonshire,330,BURGLARY FROM VEHICLE,48,M,B,Black,PARKING LOT,,34.2355,-118.5573
210815498,10/12/2021,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),39,F,W,White,STREET,,34.1195,-118.4658
210513694,9/13/2021,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),43,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7243,-118.2907
200105014,1/14/2020,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0438,-118.2547
210809604,5/21/2021,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),31,F,W,White,CONDOMINIUM/TOWNHOUSE,,34.0562,-118.4114
211909905,6/16/2021,Mission,626,INTIMATE PARTNER - SIMPLE ASSAULT,45,M,H,Hispanic,YARD (RESIDENTIAL/BUSINESS),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.3181,-118.4527
210615585,9/8/2021,Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),27,F,B,Black,STREET,,34.098,-118.3237
200107711,2/23/2020,Central,624,BATTERY - SIMPLE ASSAULT,23,M,H,Hispanic,BAR/SPORTS BAR (OPEN DAY & NIGHT),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.045,-118.264
200313628,7/4/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,61,F,H,Hispanic,LAUNDROMAT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0055,-118.2915
212104792,1/24/2021,Topanga,330,BURGLARY FROM VEHICLE,30,M,W,White,PARKING LOT,,34.1926,-118.5955
211507700,4/6/2021,N Hollywood,666,"BUNCO, ATTEMPT",31,M,W,White,SINGLE FAMILY DWELLING,,34.1283,-118.3746
211205487,1/22/2021,77th Street,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33,F,H,Hispanic,SINGLE FAMILY DWELLING,,33.9527,-118.3079
212115343,10/18/2021,Topanga,330,BURGLARY FROM VEHICLE,33,F,B,Black,PARKING LOT,,34.1696,-118.6102
200204106,1/3/2020,Rampart,350,"THEFT, PERSON",50,F,H,Hispanic,RESTAURANT/FAST FOOD,,34.0565,-118.2768
200207428,3/7/2020,Rampart,330,BURGLARY FROM VEHICLE,44,F,H,Hispanic,STREET,,34.0675,-118.2541
210507266,3/24/2021,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,H,Hispanic,STREET,FIRE,33.7854,-118.2477
200314293,7/17/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,36,F,H,Hispanic,MTA BUS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0182,-118.2915
210410324,7/5/2021,Hollenbeck,440,THEFT PLAIN - PETTY ($950 & UNDER),41,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0456,-118.2101
212009931,5/28/2021,Olympic,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,M,A,Asian,"VEHICLE, PASSENGER/TRUCK",,34.0599,-118.3139
200412407,9/2/2020,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",RIFLE,34.082,-118.213
210611447,6/18/2021,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,F,W,White,STREET,,34.1015,-118.3415
211315849,9/14/2021,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,H,Hispanic,PARKING LOT,STICK,34.0321,-118.2543
210111893,6/15/2021,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,F,W,White,"VEHICLE, PASSENGER/TRUCK",,34.0466,-118.252
200108498,3/4/2020,Central,310,BURGLARY,43,M,W,White,STORAGE SHED,,34.0656,-118.232
200405770,2/14/2020,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,30,M,B,Black,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0747,-118.1711
200405858,2/18/2020,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,50,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.088,-118.1785
210114417,7/31/2021,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),24,M,W,White,RESTAURANT/FAST FOOD,,34.0498,-118.24
211806246,2/15/2021,Southeast,330,BURGLARY FROM VEHICLE,20,M,H,Hispanic,STREET,,33.9587,-118.2789
211705823,2/19/2021,Devonshire,237,CHILD NEGLECT (SEE 300 W.I.C.),6,F,W,White,STREET,,34.2792,-118.4934
200122213,12/10/2020,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,B,Black,SIDEWALK,UNKNOWN TYPE CUTTING INSTRUMENT,34.04,-118.2458
211812720,6/28/2021,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,M,B,Black,"VEHICLE, PASSENGER/TRUCK",,33.9373,-118.287
210505981,2/19/2021,Harbor,330,BURGLARY FROM VEHICLE,42,M,W,White,PARKING LOT,,33.7547,-118.3011
200204941,1/20/2020,Rampart,251,SHOTS FIRED AT INHABITED DWELLING,5,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,34.0616,-118.2586
200306734,2/16/2020,Southwest,310,BURGLARY,41,M,H,Hispanic,PARKING LOT,,34.0099,-118.3089
211710889,7/22/2021,Devonshire,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,F,W,White,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2594,-118.5973
200504916,1/21/2020,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),56,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7343,-118.2968
200107537,2/20/2020,Central,330,BURGLARY FROM VEHICLE,47,F,W,White,PARKING LOT,,34.0395,-118.2617
200213966,8/19/2020,Rampart,624,BATTERY - SIMPLE ASSAULT,26,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0531,-118.2672
200204430,1/9/2020,Rampart,624,BATTERY - SIMPLE ASSAULT,58,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,34.044,-118.28
200107770,2/23/2020,Central,624,BATTERY - SIMPLE ASSAULT,61,F,B,Black,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0458,-118.243
212011627,7/15/2021,Olympic,330,BURGLARY FROM VEHICLE,30,F,H,Hispanic,STREET,,34.0799,-118.3113
191217380,7/2/2019,77th Street,354,THEFT OF IDENTITY,49,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.9931,-118.3322
210805474,2/6/2021,West LA,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,W,White,"VEHICLE, PASSENGER/TRUCK",,34.1228,-118.4097
200305972,2/3/2020,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,B,Black,STREET,PIPE/METAL PIPE,34.0037,-118.3307
200305744,1/30/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,21,M,W,White,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0258,-118.2775
211111708,8/9/2021,Northeast,330,BURGLARY FROM VEHICLE,52,M,H,Hispanic,STREET,,34.1172,-118.2659
210111811,6/13/2021,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,B,Black,SIDEWALK,GLASS,34.0386,-118.2693
200109202,3/15/2020,Central,820,ORAL COPULATION,66,F,W,White,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0473,-118.2566
200405733,2/14/2020,Hollenbeck,440,THEFT PLAIN - PETTY ($950 & UNDER),44,M,H,Hispanic,GAS STATION,,34.0762,-118.2119
200207148,3/2/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,Hispanic,STREET,MACE/PEPPER SPRAY,34.0381,-118.284
200308262,3/9/2020,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0183,-118.3521
200304859,1/15/2020,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0222,-118.3227
200105126,1/16/2020,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,F,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0385,-118.2491
210606021,2/18/2021,Hollywood,624,BATTERY - SIMPLE ASSAULT,45,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1017,-118.31
